"source","target","sectionspeed"
"FR0000007462","FR0000003766","80.0"
"FR0000015722","FR0000008624","60.0"
"FR0000015775","FR0000007091","80.0"
"FR0000009601","FR0000015722","60.0"
"FR0000004900","FR0000009601","50.0"
"FR0000007682","FR0000004900","80.0"
"FR0000004739","FR0000009294","60.0"
"FR0000003559","FR0000002767","140.0"
"FR0000004782","FR0000004739","60.0"
"FR0000007973","FR0000009639","80.0"
"FR0000012836","FR0000007682","80.0"
"FR0000003766","FR0000012836","80.0"
"FR0000009639","FR0000004607","80.0"
"FR0000009294","FR0000007229","60.0"
"FR0000006754","FR0000008431","40.0"
"FR0000008431","FR0000008908","30.0"
"FR0000008908","FR0000001110","30.0"
"FR9900001998","FR0000006754","40.0"
"FR0000008744","FR0000014574","40.0"
"FR0000001230","FR0000013226","80.0"
"FR0000014574","FR0000013145","40.0"
"FR0000013145","FR0000006437","40.0"
"FR0000006437","FR0000006699","40.0"
"FR0000007685","FR0000008744","40.0"
"FR0000013721","FR0000007685","40.0"
"FR9900001997","FR0000013721","30.0"
"FR0000008098","FR9900001997","30.0"
"FR9900003664","FR0000008098","30.0"
"FR0000002607","FR0000002822","80.0"
"FR0000002822","FR0000003028","80.0"
"FR0000006699","FR9900001331","40.0"
"FR0000013226","FR0000002607","80.0"
"FR0000011812","FR0000007714","40.0"
"FR0000007714","FR0000013181","40.0"
"FR0000013181","FR9900001998","40.0"
"FR9900001331","FR0000011812","40.0"
"FR0000003028","FR0000004864","80.0"
"FR0000004864","FR0000008643","80.0"
"FR0000008643","FR0000002811","60.0"
"FR0000016649","FR9900003610","60.0"
"FR0000009733","FR9900003664","40.0"
"FR0000002811","FR0000016649","60.0"
"FR0000003523","FR0000000694","110.0"
"FR0000009203","FR0000004778","80.0"
"FR0000007362","EU00120","40.0"
"FR0000008497","FR0000005458","145.0"
"FR0000004778","FR0000007362","70.0"
"FR0000000917","FR0000003523","93.33333333333333"
"FR0000000639","FR0000008128","145.0"
"FR0000005532","FR0000008783","145.0"
"FR0000000694","FR0000007373","110.0"
"FR0000001500","FR0000003617","100.0"
"FR0000007373","FR0000002517","80.0"
"FR0000000658","FR0000010117","145.0"
"FR0000005627","FR0000004720","100.0"
"FR0000002517","FR0000004547","80.0"
"FR0000004720","FR0000005767","100.0"
"FR0000003195","FR0000008497","145.0"
"FR0000010117","FR0000007305","145.0"
"FR0000005458","FR0000014802","145.0"
"FR0000005767","FR0000010349","100.0"
"FR0000005645","FR0000002678","145.0"
"FR0000004781","FR0000000638","140.0"
"FR0000007305","FR0000000639","145.0"
"FR0000006609","FR0000003222","145.0"
"FR0000009071","FR0000003067","145.0"
"FR0000012193","FR0000000917","140.0"
"FR0000004547","FR0000005627","80.0"
"FR0000014803","FR0000004781","145.0"
"FR0000010349","FR0000001500","100.0"
"FR0000002678","FR0000014803","145.0"
"FR0000000638","FR0000006879","140.0"
"FR0000008783","FR0000009071","145.0"
"FR0000003617","FR0000009203","100.0"
"FR0000001110","FR0000005645","145.0"
"FR0000015019","FR0000006609","145.0"
"FR0000014802","FR0000001110","145.0"
"FR0000006974","FR0000012193","140.0"
"FR0000006879","FR0000006974","140.0"
"FR0000003222","FR0000003195","145.0"
"FR0000008128","FR0000005532","145.0"
"FR0000003067","FR0000015019","145.0"
"FR0000001049","FR0000000128","60.0"
"FR0000009401","FR0000000639","60.0"
"FR0000000128","FR0000009401","60.0"
"FR0000004228","FR0000002700","60.0"
"FR0000008593","FR0000006945","160.0"
"FR0000002851","FR0000015918","80.0"
"FR0000006742","FR0000011879","160.0"
"FR0000002817","FR0000003141","100.0"
"FR0000008163","FR0000006742","160.0"
"FR0000002700","FR0000003853","60.0"
"FR0000000638","FR0000006092","160.0"
"FR0000006092","FR0000008163","160.0"
"FR0000011879","FR0000008593","160.0"
"FR0000006945","FR0000000970","140.0"
"FR0000000970","FR0000012157","130.0"
"FR0000009291","FR0000002851","60.0"
"FR0000003025","FR0000009291","60.0"
"FR0000003728","FR0000002916","100.0"
"FR0000012157","FR0000012156","130.0"
"FR0000012156","FR0000001114","130.0"
"FR0000001114","FR0000003728","100.0"
"FR0000003853","FR0000003025","60.0"
"FR0000002916","FR0000002817","100.0"
"FR0000003141","FR0000004228","100.0"
"FR0000001114","FRZZZ0000020","160.0"
"FR0000003523","FR0000006644","60.0"
"FR0000000694","FR9900003588","75.0"
"FR0000006644","FR0000000694","75.0"
"FR0000007985","FR0000007208","30.0"
"FR9900001717","FR9900001070","30.0"
"FR9900003588","FR0000008800","75.0"
"FR0000007208","FR0000014645","30.0"
"FR0000007452","FR0000007985","30.0"
"FR9900001517","FR0000007452","30.0"
"FR0000014645","FR0000006427","30.0"
"FR0000006427","FR9900001717","30.0"
"FR0000008800","FR9900001517","75.0"
"FR0000005380","FR0000016116","30.0"
"FR0000002829","FR0000005380","35.0"
"FR0000000816","FR0000002829","106.66666666666667"
"FR0000005404","FR0000000195","40.0"
"FR0000006961","FR0000006107","40.0"
"FR0000006624","FR0000005404","40.0"
"FR0000006078","FR0000012807","40.0"
"FR0000012807","FR9900001253","40.0"
"FR0000006507","FR0000006764","40.0"
"FR0000009480","FR0000006961","40.0"
"FR0000009253","FR0000009480","40.0"
"FR0000006766","FR0000006507","40.0"
"FR0000006107","FR0000006624","40.0"
"FR0000006764","FR0000009253","40.0"
"FR0000009692","FR0000007439","40.0"
"FR9900001253","FR0000006766","40.0"
"FR0000007439","FR0000006078","40.0"
"FR0000009433","FR0000008258","40.0"
"FR0000006930","FR0000012134","40.0"
"FR0000008551","FR9900001647","40.0"
"FR0000002008","FR0000009433","40.0"
"FR0000007427","FR0000006930","40.0"
"FR0000001645","FR0000002008","40.0"
"FR0000012134","FR0000006314","40.0"
"FR0000006314","FR0000005576","40.0"
"FR9900001647","FR0000008193","40.0"
"FR0000007431","FR0000001406","40.0"
"FR0000011269","FR0000007431","40.0"
"FR0000008193","FR0000014329","40.0"
"FR9900001619","FR0000011269","40.0"
"FR0000014329","FR0000000788","40.0"
"FR0000008258","FR0000007427","40.0"
"FR0000005576","FR9900001619","40.0"
"FR0000001406","FR0000006425","40.0"
"FR0000006425","FR0000008551","40.0"
"FR9900001404","FR0000014278","30.0"
"FR0000014278","FR0000007773","40.0"
"FR0000004309","FR9900001087","60.0"
"FR0000000260","FR0000004309","60.0"
"FR0000009693","FR0000008510","30.0"
"FR0000007773","FR0000000788","30.0"
"FR0000008510","FR9900001404","30.0"
"FR0000007397","FR0000005379","30.0"
"FR0000010002","FR9900001219","30.0"
"FR0000002008","FR0000007397","50.0"
"FR9900001219","FR9900003584","30.0"
"FR0000005379","FR0000010002","30.0"
"FR0000008597","FR0000007408","40.0"
"FR0000006343","FR9900001345","40.0"
"FR0000007408","FR0000005294","40.0"
"FR9900001345","FR0000011307","40.0"
"FR0000009217","FR0000005971","40.0"
"FR0000000307","FR0000009217","30.0"
"FR0000006769","FR9900001003","40.0"
"FR0000010495","FR0000006497","40.0"
"FR9900001352","FR0000010495","40.0"
"FR0000006383","FR0000006343","40.0"
"FR0000009884","FR0000006383","40.0"
"FR0000006497","FR0000011532","40.0"
"FR0000005730","FR9900001352","40.0"
"FR0000005294","FR0000009884","40.0"
"FR0000009017","FR0000005730","40.0"
"FR0000005971","FR0000009017","40.0"
"FR0000011532","FR0000006129","40.0"
"FR0000008922","FR0000006769","40.0"
"FR0000006129","FR9900001707","30.0"
"FR9900001707","FR0000011024","30.0"
"FR0000011024","FR0000008597","40.0"
"FR0000011307","FR0000008922","40.0"
"FR0000016527","FR0000002358","30.0"
"FR9900002154","FR0000007827","140.0"
"FR0000010916","FR0000009418","140.0"
"FR0000009418","FR9900002154","140.0"
"FR0000000027","FR0000007999","140.0"
"FR0000003954","FR0000002731","160.0"
"FR0000007999","FR0000004192","140.0"
"FR0000002731","FR0000005202","160.0"
"FR0000004192","FR0000001490","140.0"
"FR0000007827","FR0000000251","140.0"
"FR0000005291","FR0000005347","140.0"
"FR0000002465","FR0000010916","140.0"
"FR0000000332","FR0000006047","160.0"
"FR0000005102","FR0000008076","160.0"
"FR0000008076","FR0000003954","160.0"
"FR0000004418","FR0000006633","140.0"
"FR0000006633","FR0000000816","140.0"
"FR0000000251","FR0000004664","140.0"
"FR0000006047","FR0000000195","160.0"
"FR0000004664","FR9900002002","140.0"
"FR0000005219","FR0000004418","140.0"
"FR0000000195","FR0000002465","160.0"
"FR9900002002","FR0000005291","140.0"
"FR0000001851","FR0000000332","160.0"
"FR0000005347","FR0000008591","140.0"
"FR0000005202","FR0000001851","160.0"
"FR0000007692","FR0000005219","140.0"
"FR0000002829","FR0000000027","140.0"
"FR0000008591","FR0000008986","140.0"
"FR0000003106","FR0000007692","140.0"
"FR0000008986","FR0000003106","140.0"
"FR0000000810","FR0000000332","90.0"
"FR0000000189","FR0000000702","80.0"
"FR0000007661","FR0000003345","110.0"
"FR0000000702","FR0000007174","95.0"
"FR0000005220","FR0000000189","80.0"
"FR9900001606","FR0000005220","80.0"
"FR0000005310","FR9900001606","80.0"
"FR0000006025","FR0000009069","110.0"
"FR0000003345","FR0000015124","110.0"
"FR0000009069","FR0000004582","110.0"
"FR0000004039","FR0000006025","110.0"
"FR0000002727","FR0000002967","80.0"
"FR0000004800","FR0000004039","110.0"
"FR0000015139","FR0000005995","100.0"
"FR0000003014","FR0000015139","80.0"
"FR0000013612","FR0000003014","80.0"
"FR0000001851","FR0000000810","90.0"
"FR0000008015","FR0000013612","110.0"
"FR0000009160","FR0000008015","110.0"
"FR0000015124","FR0000002727","110.0"
"FR0000000136","FR0000005310","80.0"
"FR0000007174","FR0000006958","95.0"
"FR0000009147","FR0000007661","110.0"
"FR9900002031","FR0000009184","140.0"
"FR0000005995","FR0000004800","110.0"
"FR0000004582","FR0000007630","110.0"
"FR0000005039","FR0000002258","80.0"
"FR0000008675","FR0000000136","80.0"
"FR0000000715","FR9900001018","60.0"
"FR0000009184","FR0000009160","140.0"
"FR0000012175","FR0000000715","60.0"
"FR0000002258","FR0000008675","80.0"
"FR0000012456","FR0000012175","60.0"
"FR0000000810","FR9900002031","115.0"
"FR0000003454","FR0000012456","60.0"
"FR0000006958","FR0000003454","95.0"
"FR0000007630","FR0000009147","110.0"
"FR0000002967","FR0000005039","80.0"
"FR0000000136","FR0000009021","30.0"
"FR0000009538","FR0000007932","30.0"
"FR0000007731","FR0000009538","30.0"
"FR0000009021","FR0000007731","30.0"
"FR0000007932","FR0000016080","30.0"
"FR0000001596","FR0000008347","50.0"
"FR0000008347","FR0000008274","50.0"
"FR0000007368","FR0000012716","50.0"
"FR0000007441","FR0000008868","50.0"
"FR0000008868","FR0000007368","50.0"
"FR0000009453","FR9900001105","30.0"
"FR0000007376","FR0000009453","30.0"
"FR0000012716","FR0000007376","30.0"
"FR0000008274","FR0000007441","50.0"
"FR0000001846","FR0000006342","80.0"
"FR0000007814","FR0000008959","80.0"
"FR0000005005","FR0000002763","85.0"
"FR0000002730","FR0000013766","80.0"
"FR0000006342","FR0000007814","80.0"
"FR0000008601","FR0000003362","110.0"
"FR0000013766","FR0000005005","85.0"
"FR0000008131","FR0000002730","80.0"
"FR0000001221","FR0000008131","80.0"
"FR0000002763","FR0000004508","85.0"
"FR0000000589","FR0000008601","70.0"
"FR0000009128","FR0000001221","80.0"
"FR0000008959","FR0000009128","80.0"
"FR0000004508","FR0000000589","60.0"
"FR0000000702","FR0000009088","95.0"
"FR0000000491","FR0000006043","105.0"
"FR0000009088","FR0000005143","80.0"
"FR0000002572","FR0000000875","110.0"
"FR0000001513","FR0000008458","110.0"
"FR0000005143","FR9900001878","105.0"
"FR9900001878","FR0000007956","105.0"
"FR0000000875","FR0000007697","110.0"
"FR0000007697","FR0000002773","110.0"
"FR0000007821","FR0000009210","90.0"
"FR0000009210","FR0000004687","90.0"
"FR0000004687","FR0000013345","90.0"
"FR0000002773","FR9900002140","80.0"
"FR0000003104","FR0000007821","80.0"
"FR0000002777","FR0000010910","100.0"
"FR0000007956","FR0000006199","105.0"
"FR0000006043","FR0000002777","100.0"
"FR9900002140","FR0000000558","80.0"
"FR0000010910","FR0000007315","100.0"
"FR0000013345","FR0000001689","90.0"
"FR0000012645","FR0000001513","110.0"
"FR0000002981","FR0000012645","110.0"
"FR0000001689","FR0000004027","80.0"
"FR0000007315","FR0000002981","110.0"
"FR0000008458","FR0000003104","80.0"
"FR0000004027","FR0000002572","80.0"
"FR0000006199","FR0000000491","105.0"
"FR0000014740","FR0000000081","71.66666666666667"
"FR0000008841","FR0000002614","70.0"
"FR0000014705","FR0000014740","71.66666666666667"
"FR0000000715","FR0000002585","70.0"
"FR0000002585","FR0000008841","70.0"
"FR0000008864","FR0000014705","65.0"
"FR0000002614","FR0000008864","70.0"
"FR0000000081","FR9900003660","60.0"
"FR0000003496","FR0000000841","75.0"
"FR0000015565","FR0000012643","68.33333333333333"
"FR0000009650","FR0000015791","70.0"
"FR0000003181","FR0000009483","65.0"
"FR0000004397","FR0000009650","70.0"
"FR0000009483","FR0000015565","65.0"
"FR0000012643","FR0000004397","75.0"
"FR0000007313","FR0000003181","70.0"
"FR0000015791","FR0000008676","70.0"
"FR0000000841","FR0000000781","80.0"
"FR0000008676","FR0000003256","80.0"
"FR0000000081","FR0000007313","87.5"
"FR0000003256","FR0000014486","80.0"
"FR0000014486","FR0000003496","80.0"
"FR0000009791","FR0000001796","40.0"
"FR0000000472","FR0000008080","70.0"
"FR0000008080","FR9900001120","70.0"
"FR9900001513","FR0000015751","30.0"
"FR0000001796","FR0000006906","50.0"
"FR9900001732","FR0000007279","50.0"
"FR0000002195","FR0000008571","50.0"
"FR0000000472","FR0000009446","30.0"
"FR0000008571","FR0000001796","50.0"
"FR0000009446","FR0000009623","30.0"
"FR9900004096","FR0000001810","57.5"
"FR0000009623","FR0000015511","30.0"
"FR0000003286","FR9900004096","57.5"
"FR0000015751","FR0000007254","40.0"
"FR0000015511","FR9900001513","30.0"
"FR0000005410","FR0000004281","36.666666666666664"
"FR0000006906","FR0000005410","50.0"
"FR0000007254","FR0000012555","50.0"
"FR0000007279","FR0000002195","50.0"
"FR0000002381","FR0000004034","52.5"
"FR0000004034","FR0000003286","57.5"
"FR0000002942","FR9900001732","50.0"
"FR0000012555","FR0000002942","50.0"
"FR0000004281","FR0000012097","30.0"
"FR0000012097","FR0000002381","70.0"
"FR0000003686","FR0000006412","70.0"
"FR0000006412","FR0000002667","30.0"
"FR0000003096","FR0000003686","70.0"
"FR0000006933","FR9900001100","30.0"
"FR0000011406","FR0000006933","30.0"
"FR0000002667","FR0000011406","30.0"
"FR0000001513","FR0000003096","70.0"
"FR0000003576","FR0000004520","80.0"
"FR0000000058","FR9900002185","55.0"
"FR9900002185","FR0000003576","80.0"
"FR0000004282","FR9900003574","90.0"
"FR0000002331","FR9900002003","65.0"
"FR0000001567","FR0000002970","90.0"
"FR0000007543","FR0000004283","90.0"
"FR9900002003","FR0000006911","65.0"
"FR0000006911","FR0000004282","90.0"
"FR0000003262","FR0000007543","65.0"
"FR0000004520","FR0000003262","80.0"
"FR0000002645","FR0000006688","90.0"
"FR0000002970","FR0000016549","30.0"
"FR0000004528","FR0000006258","80.0"
"FR0000004975","FR0000011118","80.0"
"FR0000008344","FR0000006200","80.0"
"FR0000006200","FR0000004975","80.0"
"FR0000006258","FR0000008344","80.0"
"FR0000006161","FR0000008695","90.0"
"FR0000008695","FR0000001567","90.0"
"FR0000011118","FR0000002331","80.0"
"FR0000006688","FR0000006161","90.0"
"FR0000000440","FR0000002645","65.0"
"FR0000004283","FR0000004528","65.0"
"FR9900003574","FR0000004124","65.0"
"FR0000004124","FR0000000440","65.0"
"FR0000005080","FR0000008603","75.0"
"FR0000008603","FR0000004881","75.0"
"FR0000012700","FR0000011065","75.0"
"FR0000011065","FR0000002645","75.0"
"FR0000004652","FR0000005080","75.0"
"FR0000007355","FR0000012700","75.0"
"FR0000004881","FR0000003922","75.0"
"FR0000003922","FR0000007355","75.0"
"FR0000000156","FR0000004652","75.0"
"FR0000001429","FR0000005977","100.0"
"FR0000005583","FR0000007124","130.0"
"FR0000004196","FR0000010829","130.0"
"FR0000005977","FR0000004196","100.0"
"FR0000003683","FR0000006802","80.0"
"FR0000003788","FR0000003683","80.0"
"FR0000005479","FR0000002736","140.0"
"FR0000005630","FR0000003788","80.0"
"FR0000013672","FR0000005630","80.0"
"FR0000007843","FR0000005187","70.0"
"FR0000003894","FR0000013672","80.0"
"FR0000005187","FR0000000937","70.0"
"FR0000002736","FR0000010147","153.33333333333334"
"FR0000001358","FR0000005479","130.0"
"FR0000010829","FR0000008876","130.0"
"FR0000005498","FR0000004576","100.0"
"FR0000008876","FR0000005583","130.0"
"FR0000003005","FR0000007843","110.0"
"FR0000011960","FR0000004850","80.0"
"FR0000002978","FR0000011960","85.0"
"FR0000006802","FR0000002978","85.0"
"FR0000014392","FR0000003033","130.0"
"FR0000003033","FR0000003481","130.0"
"FR0000003481","FR0000001358","130.0"
"FR0000010172","FR0000003005","100.0"
"FR0000008602","FR0000003870","130.0"
"FR0000007124","FR0000008602","130.0"
"FR0000004850","FR0000001429","100.0"
"FR0000004576","FR0000010172","100.0"
"FR0000003870","FR0000014392","130.0"
"FR0000008058","FR0000003894","80.0"
"FR0000010147","FR0000005018","160.0"
"FR0000008905","FR0000002382","110.0"
"FR0000005018","FR0000003509","96.66666666666667"
"FR0000003399","FR0000003257","80.0"
"FR0000003509","FR0000004510","110.0"
"FR0000004510","FR0000003482","120.0"
"FR9900002122","FR0000003399","90.0"
"FR0000003257","FR0000008905","110.0"
"FR0000000842","FR9900002122","90.0"
"FR0000008430","FR0000000272","140.0"
"FR0000000272","FR9900001179","140.0"
"FR0000008543","FR0000001696","140.0"
"FR9900001179","FR0000008543","140.0"
"FR0000003482","FR0000008430","120.0"
"FR0000000937","FR0000013377","70.0"
"FR0000002532","FR0000005498","105.0"
"FR0000001551","FR0000002532","90.0"
"FR0000013377","FR0000000237","70.0"
"FR0000002382","FR0000001551","80.0"
"FR0000000237","FR0000007893","70.0"
"FR0000007893","FR0000013331","70.0"
"FR0000013331","FR0000005227","70.0"
"FR0000003438","FR0000008058","80.0"
"FR0000005227","FR0000006447","70.0"
"FR0000013332","FR0000001846","80.0"
"FR0000006316","FR0000003438","80.0"
"FR0000001846","FR0000006316","80.0"
"FR0000006447","FR0000013332","70.0"
"FR0000002498","FR0000004663","90.0"
"FR0000004663","FR0000002249","90.0"
"FR0000001551","FR0000002498","90.0"
"FR0000002249","FR0000006733","90.0"
"FR0000006733","FR0000008036","90.0"
"FR0000009522","FR0000003179","40.0"
"FR0000004993","FR0000011864","60.0"
"FR0000008036","FR0000004993","60.0"
"FR0000005631","FR0000009143","55.0"
"FR0000001443","FR0000001753","40.0"
"FR0000009143","FR0000002545","55.0"
"FR0000002545","FR0000015118","55.0"
"FR0000015118","FR0000001443","55.0"
"FR0000003179","FR0000014653","40.0"
"FR0000014653","FR0000005631","52.5"
"FR0000008123","FR0000008805","75.0"
"FR0000011864","FR0000008123","60.0"
"FR0000008805","FR0000009522","75.0"
"FR9900001528","FR0000007039","70.0"
"FR0000006327","FR0000002229","55.0"
"FR0000007039","FR0000001034","110.0"
"FR0000002229","FR0000011285","55.0"
"FR0000006601","FR0000004894","55.0"
"FR0000006330","FR0000006327","75.0"
"FR0000014246","FR0000005229","70.0"
"FR0000005229","FR0000009555","40.0"
"FR0000005481","FR0000003940","80.0"
"FR0000001753","FR0000005481","67.5"
"FR0000004022","FR0000006601","55.0"
"FR0000003075","FR0000001753","55.0"
"FR0000002124","FR0000004022","55.0"
"FR0000005187","FR0000008485","70.0"
"FR0000000937","FR0000005187","70.0"
"FR0000008485","FR0000014246","70.0"
"FR0000004894","FR0000003075","55.0"
"FR0000009555","FR0000006330","75.0"
